,id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok,content_soup,content_soup_clean
148,BK00149,Ethical Hacking: Prinsip dan Praktik,dr. Alika Hardiansyah,Erlangga,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini dirancang sebagai panduan untuk memahami sistem enkripsi, keamanan jaringan komputer, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","enkripsi, firewall, hacking etis, jaringan komputer",Inggris,E-book,231,978-1-9748-0162-6,9999,"Ethical Hacking: Prinsip dan Praktik Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini dirancang sebagai panduan untuk memahami sistem enkripsi, keamanan jaringan komputer, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. dr. Alika Hardiansyah enkripsi, firewall, hacking etis, jaringan komputer enkripsi, firewall, hacking etis, jaringan komputer",ethical hacking prinsip praktik jaring aman siber jaring aman siber jaring aman siber buku rancang pandu paham sistem enkripsi aman jaring komputer ancam siber susun bahasa mudah paham kalang akademik dr alika hardiansyah enkripsi firewall hacking etis jaring komputer enkripsi firewall hacking etis jaring komputer
149,BK00150,Dasar-Dasar Infrastruktur Jaringan,Titi Utama,Elex Media Komputindo,2012,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang ancaman siber, audit keamanan sistem, serta keamanan jaringan komputer. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","firewall, hacking etis, jaringan komputer, kriptografi",Indonesia,E-book,432,978-1-06-098358-8,9999,"Dasar-Dasar Infrastruktur Jaringan Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang ancaman siber, audit keamanan sistem, serta keamanan jaringan komputer. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Titi Utama firewall, hacking etis, jaringan komputer, kriptografi firewall, hacking etis, jaringan komputer, kriptografi",dasar dasar infrastruktur jaring jaring aman siber jaring aman siber jaring aman siber buku paham ancam siber audit aman sistem aman jaring komputer cocok referensi utama mahasiswa praktisi titi utama firewall hacking etis jaring komputer kriptografi firewall hacking etis jaring komputer kriptografi
150,BK00151,Ethical Hacking: Prinsip dan Praktik Edisi Ke-2,Belinda Winarno,Alfabeta,2014,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini mengulas berbagai aspek penting dari ancaman siber, sistem enkripsi, serta proteksi data digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","jaringan komputer, firewall, cyber security, hacking etis",Indonesia,Fisik,504,978-1-991216-55-7,6,"Ethical Hacking: Prinsip dan Praktik Edisi Ke-2 Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini mengulas berbagai aspek penting dari ancaman siber, sistem enkripsi, serta proteksi data digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. Belinda Winarno jaringan komputer, firewall, cyber security, hacking etis jaringan komputer, firewall, cyber security, hacking etis",ethical hacking prinsip praktik edisi jaring aman siber jaring aman siber jaring aman siber buku ulas aspek ancam siber sistem enkripsi proteksi data digital susun bahasa mudah paham kalang akademik belinda winarno jaring komputer firewall cyber security hacking etis jaring komputer firewall cyber security hacking etis
151,BK00152,Pengantar Infrastruktur Jaringan Edisi Ke-2,"Tgk. Perkasa Megantara, Luhung Melani",Andi Publisher,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang protokol komunikasi data, proteksi data digital, serta ancaman siber. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","protokol jaringan, hacking etis, keamanan siber, kriptografi",Indonesia,Fisik,383,978-0-00-257872-1,4,"Pengantar Infrastruktur Jaringan Edisi Ke-2 Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang protokol komunikasi data, proteksi data digital, serta ancaman siber. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Tgk. Perkasa Megantara, Luhung Melani protokol jaringan, hacking etis, keamanan siber, kriptografi protokol jaringan, hacking etis, keamanan siber, kriptografi",antar infrastruktur jaring edisi jaring aman siber jaring aman siber jaring aman siber buku paham protokol komunikasi data proteksi data digital ancam siber rujuk kuliah teliti kait tgk perkasa megantara luhung melani protokol jaring hacking etis aman siber kriptografi protokol jaring hacking etis aman siber kriptografi
152,BK00153,Membangun Keamanan Informasi yang Aman,"Drs. Dina Simbolon, dr. Elisa Wijaya",Pustaka Pelajar,2011,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai keamanan jaringan komputer, sistem enkripsi, serta protokol komunikasi data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keamanan siber, protokol jaringan, kriptografi, cyber security",Indonesia,Fisik,544,978-1-888794-70-0,4,"Membangun Keamanan Informasi yang Aman Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai keamanan jaringan komputer, sistem enkripsi, serta protokol komunikasi data. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Drs. Dina Simbolon, dr. Elisa Wijaya keamanan siber, protokol jaringan, kriptografi, cyber security keamanan siber, protokol jaringan, kriptografi, cyber security",bangun aman informasi aman jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif aman jaring komputer sistem enkripsi protokol komunikasi data rujuk kuliah teliti kait drs dina simbolon dr elisa wijaya aman siber protokol jaring kriptografi cyber security aman siber protokol jaring kriptografi cyber security
153,BK00154,Ethical Hacking di Era Digital Edisi Terbaru,Julia Wulandari,Informatika Bandung,2005,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang keamanan jaringan komputer, audit keamanan sistem, serta proteksi data digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","jaringan komputer, enkripsi, hacking etis, kriptografi",Indonesia,E-book,187,978-1-940974-99-6,9999,"Ethical Hacking di Era Digital Edisi Terbaru Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang keamanan jaringan komputer, audit keamanan sistem, serta proteksi data digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Julia Wulandari jaringan komputer, enkripsi, hacking etis, kriptografi jaringan komputer, enkripsi, hacking etis, kriptografi",ethical hacking era digital edisi baru jaring aman siber jaring aman siber jaring aman siber buku paham aman jaring komputer audit aman sistem proteksi data digital rujuk kuliah teliti kait julia wulandari jaring komputer enkripsi hacking etis kriptografi jaring komputer enkripsi hacking etis kriptografi
154,BK00155,Kriptografi: Prinsip dan Praktik Edisi Ke-3,"Najam Habibi, Dr. Ella Novitasari",Rajawali Pers,2007,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai keamanan jaringan komputer, protokol komunikasi data, serta ancaman siber. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","protokol jaringan, enkripsi, hacking etis, keamanan siber",Indonesia,Fisik,364,978-0-309-13075-2,1,"Kriptografi: Prinsip dan Praktik Edisi Ke-3 Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai keamanan jaringan komputer, protokol komunikasi data, serta ancaman siber. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Najam Habibi, Dr. Ella Novitasari protokol jaringan, enkripsi, hacking etis, keamanan siber protokol jaringan, enkripsi, hacking etis, keamanan siber",kriptografi prinsip praktik edisi jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif aman jaring komputer protokol komunikasi data ancam siber rujuk kuliah teliti kait najam habibi dr ella novitasari protokol jaring enkripsi hacking etis aman siber protokol jaring enkripsi hacking etis aman siber
155,BK00156,Keamanan Siber di Era Digital,Eka Zulkarnain,Andi Publisher,2017,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang protokol komunikasi data, proteksi data digital, serta audit keamanan sistem. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","jaringan komputer, protokol jaringan, cyber security, enkripsi",Indonesia,Fisik,280,978-1-897028-38-4,5,"Keamanan Siber di Era Digital Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini membahas secara mendalam tentang protokol komunikasi data, proteksi data digital, serta audit keamanan sistem. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Eka Zulkarnain jaringan komputer, protokol jaringan, cyber security, enkripsi jaringan komputer, protokol jaringan, cyber security, enkripsi",aman siber era digital jaring aman siber jaring aman siber jaring aman siber buku bahas dalam protokol komunikasi data proteksi data digital audit aman sistem lengkap contoh studi lapang relevan eka zulkarnain jaring komputer protokol jaring cyber security enkripsi jaring komputer protokol jaring cyber security enkripsi
156,BK00157,Keamanan Informasi: Prinsip dan Praktik,Salimah Kuswandari,UI Press,2019,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini dirancang sebagai panduan untuk memahami keamanan jaringan komputer, sistem enkripsi, serta audit keamanan sistem. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","cyber security, protokol jaringan, hacking etis, keamanan siber",Indonesia,E-book,503,978-1-278-58549-9,9999,"Keamanan Informasi: Prinsip dan Praktik Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini dirancang sebagai panduan untuk memahami keamanan jaringan komputer, sistem enkripsi, serta audit keamanan sistem. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Salimah Kuswandari cyber security, protokol jaringan, hacking etis, keamanan siber cyber security, protokol jaringan, hacking etis, keamanan siber",aman informasi prinsip praktik jaring aman siber jaring aman siber jaring aman siber buku rancang pandu paham aman jaring komputer sistem enkripsi audit aman sistem lengkap contoh studi lapang relevan salimah kuswandari cyber security protokol jaring hacking etis aman siber cyber security protokol jaring hacking etis aman siber
157,BK00158,Membangun Ethical Hacking yang Aman,Febi Prayoga,Kencana Prenada,2009,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, protokol komunikasi data, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keamanan siber, jaringan komputer, enkripsi, hacking etis",Indonesia,E-book,163,978-1-344-37575-7,9999,"Membangun Ethical Hacking yang Aman Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, protokol komunikasi data, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. Febi Prayoga keamanan siber, jaringan komputer, enkripsi, hacking etis keamanan siber, jaringan komputer, enkripsi, hacking etis",bangun ethical hacking aman jaring aman siber jaring aman siber jaring aman siber buku paham sistem enkripsi protokol komunikasi data ancam siber susun bahasa mudah paham kalang akademik febi prayoga aman siber jaring komputer enkripsi hacking etis aman siber jaring komputer enkripsi hacking etis
158,BK00159,Ethical Hacking di Era Digital,KH. Najam Saefullah,Kencana Prenada,2006,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang proteksi data digital, sistem enkripsi, serta audit keamanan sistem. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","jaringan komputer, hacking etis, protokol jaringan, cyber security",Inggris,Fisik,177,978-0-9866524-0-0,3,"Ethical Hacking di Era Digital Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang proteksi data digital, sistem enkripsi, serta audit keamanan sistem. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. KH. Najam Saefullah jaringan komputer, hacking etis, protokol jaringan, cyber security jaringan komputer, hacking etis, protokol jaringan, cyber security",ethical hacking era digital jaring aman siber jaring aman siber jaring aman siber buku paham proteksi data digital sistem enkripsi audit aman sistem susun bahasa mudah paham kalang akademik kh najam saefullah jaring komputer hacking etis protokol jaring cyber security jaring komputer hacking etis protokol jaring cyber security
159,BK00160,Jaringan Komputer di Era Digital,Tania Hutapea,Andi Publisher,2020,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini dirancang sebagai panduan untuk memahami sistem enkripsi, protokol komunikasi data, serta ancaman siber. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","protokol jaringan, cyber security, keamanan siber, kriptografi",Indonesia,E-book,154,978-1-4733-8484-2,9999,"Jaringan Komputer di Era Digital Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini dirancang sebagai panduan untuk memahami sistem enkripsi, protokol komunikasi data, serta ancaman siber. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan. Tania Hutapea protokol jaringan, cyber security, keamanan siber, kriptografi protokol jaringan, cyber security, keamanan siber, kriptografi",jaring komputer era digital jaring aman siber jaring aman siber jaring aman siber buku rancang pandu paham sistem enkripsi protokol komunikasi data ancam siber lengkap contoh studi lapang relevan tania hutapea protokol jaring cyber security aman siber kriptografi protokol jaring cyber security aman siber kriptografi
160,BK00161,Pengantar Keamanan Siber Edisi Revisi,Balangga Susanti,Salemba Empat,2022,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta sistem enkripsi. Membantu pembaca membangun pemahaman konseptual maupun praktis.","hacking etis, firewall, cyber security, enkripsi",Indonesia,Fisik,278,978-0-08-330165-2,1,"Pengantar Keamanan Siber Edisi Revisi Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta sistem enkripsi. Membantu pembaca membangun pemahaman konseptual maupun praktis. Balangga Susanti hacking etis, firewall, cyber security, enkripsi hacking etis, firewall, cyber security, enkripsi",antar aman siber edisi revisi jaring aman siber jaring aman siber jaring aman siber buku bahas dalam protokol komunikasi data audit aman sistem sistem enkripsi bantu baca bangun paham konseptual praktis balangga susanti hacking etis firewall cyber security enkripsi hacking etis firewall cyber security enkripsi
161,BK00162,Ethical Hacking: Prinsip dan Praktik,"Nadine Januar, S.E.I",Rajawali Pers,2018,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai audit keamanan sistem, proteksi data digital, serta keamanan jaringan komputer. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keamanan siber, cyber security, protokol jaringan, kriptografi",Inggris,E-book,431,978-0-677-34540-6,9999,"Ethical Hacking: Prinsip dan Praktik Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai audit keamanan sistem, proteksi data digital, serta keamanan jaringan komputer. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Nadine Januar, S.E.I keamanan siber, cyber security, protokol jaringan, kriptografi keamanan siber, cyber security, protokol jaringan, kriptografi",ethical hacking prinsip praktik jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif audit aman sistem proteksi data digital aman jaring komputer cocok referensi utama mahasiswa praktisi nadine januar aman siber cyber security protokol jaring kriptografi aman siber cyber security protokol jaring kriptografi
162,BK00163,Pengantar Infrastruktur Jaringan,"R. Martana Pertiwi, S.H.",Alfabeta,2021,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang audit keamanan sistem, keamanan jaringan komputer, serta proteksi data digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keamanan siber, jaringan komputer, protokol jaringan, enkripsi",Indonesia,Fisik,184,978-0-620-67240-5,4,"Pengantar Infrastruktur Jaringan Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang audit keamanan sistem, keamanan jaringan komputer, serta proteksi data digital. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. R. Martana Pertiwi, S.H. keamanan siber, jaringan komputer, protokol jaringan, enkripsi keamanan siber, jaringan komputer, protokol jaringan, enkripsi",antar infrastruktur jaring jaring aman siber jaring aman siber jaring aman siber buku paham audit aman sistem aman jaring komputer proteksi data digital susun bahasa mudah paham kalang akademik martana pertiwi aman siber jaring komputer protokol jaring enkripsi aman siber jaring komputer protokol jaring enkripsi
163,BK00164,Dasar-Dasar Kriptografi,"Emin Purnawati, Puti Juli Suryono",Erlangga,2016,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang audit keamanan sistem, keamanan jaringan komputer, serta protokol komunikasi data. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keamanan siber, cyber security, protokol jaringan, firewall",Inggris,E-book,205,978-1-287-43152-7,9999,"Dasar-Dasar Kriptografi Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang audit keamanan sistem, keamanan jaringan komputer, serta protokol komunikasi data. Membantu pembaca membangun pemahaman konseptual maupun praktis. Emin Purnawati, Puti Juli Suryono keamanan siber, cyber security, protokol jaringan, firewall keamanan siber, cyber security, protokol jaringan, firewall",dasar dasar kriptografi jaring aman siber jaring aman siber jaring aman siber buku paham audit aman sistem aman jaring komputer protokol komunikasi data bantu baca bangun paham konseptual praktis emin purnawati puti juli suryono aman siber cyber security protokol jaring firewall aman siber cyber security protokol jaring firewall
164,BK00165,Kriptografi: Prinsip dan Praktik,"Michelle Yuliarti, S.T.",UI Press,2020,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai keamanan jaringan komputer, audit keamanan sistem, serta sistem enkripsi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keamanan siber, enkripsi, protokol jaringan, firewall",Inggris,Fisik,211,978-0-549-32966-4,0,"Kriptografi: Prinsip dan Praktik Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai keamanan jaringan komputer, audit keamanan sistem, serta sistem enkripsi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Michelle Yuliarti, S.T. keamanan siber, enkripsi, protokol jaringan, firewall keamanan siber, enkripsi, protokol jaringan, firewall",kriptografi prinsip praktik jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif aman jaring komputer audit aman sistem sistem enkripsi cocok referensi utama mahasiswa praktisi michelle yuliarti aman siber enkripsi protokol jaring firewall aman siber enkripsi protokol jaring firewall
165,BK00166,Kriptografi: Prinsip dan Praktik Edisi Ke-3,"Tgk. Bakianto Wacana, Bakiono Nashiruddin, S.E.I",PT Grasindo,2006,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai sistem enkripsi, keamanan jaringan komputer, serta proteksi data digital. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keamanan siber, firewall, cyber security, jaringan komputer",Indonesia,Fisik,264,978-1-304-63745-1,4,"Kriptografi: Prinsip dan Praktik Edisi Ke-3 Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai sistem enkripsi, keamanan jaringan komputer, serta proteksi data digital. Membantu pembaca membangun pemahaman konseptual maupun praktis. Tgk. Bakianto Wacana, Bakiono Nashiruddin, S.E.I keamanan siber, firewall, cyber security, jaringan komputer keamanan siber, firewall, cyber security, jaringan komputer",kriptografi prinsip praktik edisi jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif sistem enkripsi aman jaring komputer proteksi data digital bantu baca bangun paham konseptual praktis tgk bakianto wacana bakiono nashiruddin aman siber firewall cyber security jaring komputer aman siber firewall cyber security jaring komputer
166,BK00167,Dasar-Dasar Ethical Hacking,Restu Pertiwi,Kencana Prenada,2011,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini dirancang sebagai panduan untuk memahami proteksi data digital, protokol komunikasi data, serta ancaman siber. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","firewall, enkripsi, cyber security, hacking etis",Indonesia,Fisik,329,978-1-5301-7426-3,0,"Dasar-Dasar Ethical Hacking Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini dirancang sebagai panduan untuk memahami proteksi data digital, protokol komunikasi data, serta ancaman siber. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Restu Pertiwi firewall, enkripsi, cyber security, hacking etis firewall, enkripsi, cyber security, hacking etis",dasar dasar ethical hacking jaring aman siber jaring aman siber jaring aman siber buku rancang pandu paham proteksi data digital protokol komunikasi data ancam siber rujuk kuliah teliti kait restu pertiwi firewall enkripsi cyber security hacking etis firewall enkripsi cyber security hacking etis
167,BK00168,Kriptografi di Era Digital,"Jefri Saragih, S.IP",Informatika Bandung,2012,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai audit keamanan sistem, ancaman siber, serta keamanan jaringan komputer. Membantu pembaca membangun pemahaman konseptual maupun praktis.","jaringan komputer, cyber security, enkripsi, kriptografi",Inggris,Fisik,192,978-1-933272-79-5,4,"Kriptografi di Era Digital Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai audit keamanan sistem, ancaman siber, serta keamanan jaringan komputer. Membantu pembaca membangun pemahaman konseptual maupun praktis. Jefri Saragih, S.IP jaringan komputer, cyber security, enkripsi, kriptografi jaringan komputer, cyber security, enkripsi, kriptografi",kriptografi era digital jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif audit aman sistem ancam siber aman jaring komputer bantu baca bangun paham konseptual praktis jefri saragih ip jaring komputer cyber security enkripsi kriptografi jaring komputer cyber security enkripsi kriptografi
168,BK00169,Dasar-Dasar Keamanan Siber,Lidya Pudjiastuti,Erlangga,2023,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, keamanan jaringan komputer, serta proteksi data digital. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","protokol jaringan, kriptografi, enkripsi, jaringan komputer",Inggris,E-book,186,978-0-391-87851-8,9999,"Dasar-Dasar Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, keamanan jaringan komputer, serta proteksi data digital. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Lidya Pudjiastuti protokol jaringan, kriptografi, enkripsi, jaringan komputer protokol jaringan, kriptografi, enkripsi, jaringan komputer",dasar dasar aman siber jaring aman siber jaring aman siber jaring aman siber buku paham sistem enkripsi aman jaring komputer proteksi data digital cocok referensi utama mahasiswa praktisi lidya pudjiastuti protokol jaring kriptografi enkripsi jaring komputer protokol jaring kriptografi enkripsi jaring komputer
169,BK00170,Pengantar Kriptografi,Puti Almira Pudjiastuti,Salemba Empat,2011,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai ancaman siber, protokol komunikasi data, serta audit keamanan sistem. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","hacking etis, protokol jaringan, enkripsi, cyber security",Indonesia,Fisik,174,978-0-258-71397-6,2,"Pengantar Kriptografi Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai ancaman siber, protokol komunikasi data, serta audit keamanan sistem. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi. Puti Almira Pudjiastuti hacking etis, protokol jaringan, enkripsi, cyber security hacking etis, protokol jaringan, enkripsi, cyber security",antar kriptografi jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif ancam siber protokol komunikasi data audit aman sistem cocok referensi utama mahasiswa praktisi puti almira pudjiastuti hacking etis protokol jaring enkripsi cyber security hacking etis protokol jaring enkripsi cyber security
170,BK00171,Membangun Kriptografi yang Aman,Uda Melani,Erlangga,2024,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini menyajikan kajian komprehensif mengenai ancaman siber, keamanan jaringan komputer, serta sistem enkripsi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kriptografi, enkripsi, cyber security, hacking etis",Indonesia,Fisik,195,978-0-7286-7908-5,1,"Membangun Kriptografi yang Aman Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini menyajikan kajian komprehensif mengenai ancaman siber, keamanan jaringan komputer, serta sistem enkripsi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik. Uda Melani kriptografi, enkripsi, cyber security, hacking etis kriptografi, enkripsi, cyber security, hacking etis",bangun kriptografi aman jaring aman siber jaring aman siber jaring aman siber buku saji kaji komprehensif ancam siber aman jaring komputer sistem enkripsi susun bahasa mudah paham kalang akademik uda melani kriptografi enkripsi cyber security hacking etis kriptografi enkripsi cyber security hacking etis
171,BK00172,Pengantar Keamanan Informasi,Samiah Samosir,Salemba Empat,2008,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta proteksi data digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","firewall, hacking etis, keamanan siber, jaringan komputer",Indonesia,Fisik,151,978-1-4039-1065-3,3,"Pengantar Keamanan Informasi Jaringan & Keamanan Siber Jaringan & Keamanan Siber Jaringan & Keamanan Siber Buku ini membahas secara mendalam tentang protokol komunikasi data, audit keamanan sistem, serta proteksi data digital. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait. Samiah Samosir firewall, hacking etis, keamanan siber, jaringan komputer firewall, hacking etis, keamanan siber, jaringan komputer",antar aman informasi jaring aman siber jaring aman siber jaring aman siber buku bahas dalam protokol komunikasi data audit aman sistem proteksi data digital rujuk kuliah teliti kait samiah samosir firewall hacking etis aman siber jaring komputer firewall hacking etis aman siber jaring komputer
